sentiment,text,data_id
positive,as described,20
negative,"Leaks and doesn’t store ice, POS",20
positive,The product was good but i wish the shipping was as good. Unfortunately it was bit long.i cant imagine a single day without a dishwasher.sk it wasnt easy not being able to use the dishwasher.anyhow when it arrived all worth it,20
positive,"I like the fact that you are in S.A. I live just up the road, and may need you again, Thanks",20
positive,easy to use ground coffee in a one cup coffee pot. easy to clean.,20
positive,"The OEM burner is $70. Here I get 4 for $35. Get what you pay for? No, in this case I can't tell any difference in quality between the OEM burners and this replacement. The OEM burners are 10 years old and the gas orifices were beginning to narrow with build up. These replacements return the stove to great performance.<br /><br />One starter connector was using a wide spade connector so I had to reuse with new burner. Swapped over fine. The  other 3 were plug and play. Starter works just as before. Burners include clamps at bottom orifice to control air mix and adjustment was simple.<br /><br />Although OEM burners were gray, these black ones fit fine. Thanks!",20
positive,Everything I needed to rebuild my dryer and stop the squeeking,20
positive,It works fine,20
positive,Only place I could find them.  They fit perfect.,20
positive,Keeps two dozen eggs from cracking and keeps the refrigerator in order.,20
negative,"these don't work as well as other brands and definitely not as well as the far more expensive ones I've gotten from the company. if I keep everything wet at all times, they last longer.",20
positive,"These work exactly as you'd expect. Put in the coffee, snap it closed, and drop it into the Keurig machine. (Make sure to line up the arrows properly.) I had tried a different type of reusable before this, but that one required me to keep buying filters for it. This one has a metal mesh filter built in, so there's nothing to replace. Just rinse and reuse.<br /><br />I love the convenience of the Keurig, but have become concerned by the amount of waste they produce. This not only takes care of that, but it's much cheaper than using the one-use K-cups. You can put any type of coffee you want into these.",20
positive,Very easy to install.,20
positive,"Cheaper fridge filters, in comparison to the Samsung.  I have not had a problem with them so far.  Work pretty well.",20
positive,Came fast and was an exact fit,20
negative,The metal part that you screw the part to the refrigerator with was backwards. I wasn’t able to screw it in to secure it. For the most part it stayed in place though.,20
positive,"OK everyone hates replacing their dryer hose. In our house, a lot of cussing happens. That little metal ring that goes around the hose to keep it attached to the back of the dryer… It’s horrible! So this thing it’s different. It’s wonderful! It’s easy! And it’s sturdy!!",20
negative,"A little difficult to fit compared to original, but once in place no issues with leaking. What a great price, but I guess you get what you pay for… Even after a week of use, there was an unpleasant taste to the water that we didn’t experience with the original filter. We may just be in an area that has hard to deal with water contaminants, but unfortunately for my wallet it’s going to have to be Samsung originals going forward.",20
positive,Worked great on my fridge.,20
negative,These were smaller and pretty cheap looking compared to our last ones. Also one of the knobs did not fit for some reason. I did get a full refund in the end.,20
positive,Good price,20
positive,Perfect fix and perfect price.,20
positive,Great product,20
negative,It quit working after two weeks.,20
negative,What a waste,20
positive,Good item,20
positive,"Exact replacement part ... quick delivery ... great price.  Didn't come with instructions, but pretty easy replacement after watching YouTube video.  Unit was well packaged, but came in a tight fitting bubble shrink wrap that was had to remove.",20
positive,Soak the door gasket in hot tap water or run hot tap water over all parts of it just before install. This will ensure a good fit for a food seal. Don’t ignore this step,20
positive,Worked perfectly as a replacement. Just a little pricey.,20
positive,This works as expected.,20
positive,They were perfect.  Easy to install!,20
positive,Product as advertised,20
negative,The wheels/pulley do not slide smooth and this causes a terrible sound. Please do not buy.,20
positive,Good quality<br />Easy to use<br />Clean dishes very well,20
positive,No review,20
positive,"These are advertised as genuine original manufacturer's replacement parts. They look very much like they are, so I am satisfied. The only negative is that the price of these items is exorbitant.",20
positive,"There’s a bazillion filters on the market when I looked up the model number. I wasn’t sure about the minor differences in all of them, whether that could cause the filter to not fit or work well. These were the right combo and price. So far for 2 days it installed perfectly and the water is noticeably better. The product images on amazon helped me ensure it was the right one. Also the seller has been very polite in reaching out to make sure I’m happy with my purchase.",20
positive,product was exactly as described.,20
positive,Fit perfect on my Frigid air electric range and works well. Stores are almost double the price. Good value.,20
positive,What mom wanted.,20
positive,It worked. Quick delivery.,20
negative,Leaks coffee grounds. Makes a mess!,20
positive,Ok,20
positive,Fixed the problem,20
positive,Great value for product.,20
positive,Thank you for providing replacement parts to keep our household appliances running.,20
positive,We have very hard water here and this filter has kept our coffee machine clean and clear!! I do change it out once a month just in case - but it has worked perfect!,20
negative,"It was nothing like it said on my project , completely different . The first one on the left.",20
positive,works great,20
positive,Value,20
positive,"I bought this June 14, 2018.  It has been working well until the past week and it powers off at random.  It could be because it is 100 degrees here so the ice maker is working really hard.  But for future buyers, I would buy the warranty.  Until this week, it has been nice to have.  I have supplemented my ice tray ice as this doesn't make enough ice for a family of 4 solely but it sure helps.",20
positive,Everything works well and my family loves it,20
positive,"Fast shipping,  fit great, installed easily.",20
negative,Useless without the handle part that is not manufactured any more.,20
negative,cheap quality,20
negative,"When using the silicone caps with my Nespresso Vertuo Next the holes (as seen in 2nd image) on the circumference do not necessarily lineup exactly with the machine prongs. After having this malfunction during multiple attempts, I determined the misaligned of the holes was the problem.<br /><br />When this happens more than half of the fluid overflows to the used pod catchment area.<br /><br />I was able to slice between every other hole (seen in the second image), creating a slit which allowed the prongs to do their job.<br /><br />Since making this alteration to the silicone caps I have had no overflow issues.",20
negative,Recieved with fan housing broken and intake filters damaged.,20
positive,Received it with then two days. Put  in about 5min. Works great.,20
negative,"you have to press the lid down hard to get it to shut over the eko brew..  another person said it fit fine, that is why i bought this, but it really does not fit well at all.  This may be great for another maker, but not the coffee mate.",20
positive,The product is working perfectly...much better than the generic filter which leaked water into the filter compartment and eventually into the refrigerator.,20
positive,"Purchased this due to plastic wheels falling off of the originals. Was an easy install, although I did not use the screws that were supplied. After reading several reviews of the screws that are sent with the kit rusting in a short time, I went to the local hardware store and bought some SS #8 3/4 inch long screws to use instead.<br />All seems to be working great at this point.",20
negative,"It does what it says a it will do. I bought mine 12/21/21 warranty was good until 12/21/22, it quit working in January of 23.",20
positive,Replacing existing water filter in LG fridge.,20
negative,Make SURE you keep your old handle because you will  need the metal reinforcement bar from  old handle.  This is just the white plastic handle.  I found this was quite expensive but I needed it....,20
positive,"This product is great, every peice you may need to maintain humidifier filter system. Took less than 20min to replace filter and hose all included in kit.<br />Much cheaper than having heating & air company come out.",20
positive,This is a real good item. I am glad I was able to find. I brought the maker ay an estate sale. This was the perfect match.,20
positive,"Comparta pero muy resistente y duradera, y si secado es mejor q las automáticas",20
negative,"Ordered and installed October 2018...Fell apart November 2019. I expected more than one year of service from these, but compared to others that failed in 6 months they were an improvement",20
positive,coverd the tore  tines  in the rack  just wat  i needed,20
positive,"Pretty much said it all in the headline.  It's a fuse, it works, and saved my old dryer from the trash!  Replaced it on a whim, even though neither my drum nor the heat was working.  Some people said the fuse only controls the heat, not the spinning, but for my Whirlpool it did both of those things.",20
negative,Not recommended,20
negative,"Bought March 27, 2020.... currently June 10, 2020 compressor kicks on but no longer gets cold enough to make ice. The machine was well maintained and mostly used distilled water for making ice. Would not recommend this brand or machine.",20
positive,Great value.  I would suggest cleaning often as burned on drippings may be difficult to remove.,20
positive,works good,20
negative,Did perfectly. Cleans easy,20
negative,"Pulled this out of the box and put it right back in to return. The lever to open the compartment for the pods is the cheapest, sprayed silver, piece of plastic I have ever seen and will most certainly break. Cuisinart has really gone down hill. They used to be quality but now just cheap materials. It was like a toy coffee maker!",20
positive,The product fits like the original part. The washing machine works just like new thanks,20
positive,"Easy to install, worked perfect!",20
negative,These were my first attempt....wrong bulbs. 2nd attempt....right bulbs.,20
positive,These are an exact replacement.,20
positive,great,20
positive,Lived up to the expectations.  be careful not to but replacement filters that are only one thickness and without the tighter mesh lighter color material.,20
positive,Did the trick and saved us lots of money. Easy installation,20
positive,very fast delivery- and they are just what I wanted.  Handy and ready to go once filled- and so much cheaper than the pods you buy,20
negative,Plastic tub is thin but ok however I haven’t put water in it yet. Clearly no way to use the included hose or clamps. Hose is too short so figure another 10-15$ at Lowe’s for a longer hose and real clamps as well as some sort of mount as there isn’t one.,20
positive,"We live in an area with really hard water.  Our water and ice dispenser in the refrigerator door had stopped working.  After a little internet research, we decided we should try changing out the filter.  These filters are a great price and work perfectly.  We replaced the filter about 2 months ago and have no complaints.  We will buy them again in the future.",20
negative,"This is a piece of crap. There was plastic flashing everywhere. The center support broke. Not worth returning but if you can find another brand besides Ventline that fits I would say go for it. This parts has been made for almost 15 years and I think the molding tooling is also 15 years old and ahould be replaced, but apparently Ventline has no quality standard and don't care about their product quality.",20
positive,It’s perfect,20
positive,My main issue with getting a Keurig is how wasteful the disposable pods are. These solve the problem and you get perfect coffee every time! Love it!,20
negative,"Not sure about it’s quality yet. First month it looked like pass through filter, now seems it started working, but I don’t see much difference vs tap water. I’m using TDS meter to check it’s quality.",20
positive,"As a non- microwave cook, I wanted a way to make one or two cups of hot beverage without having to pull out  my 1 qt sauce pan and lid to do so.  Upon arrival this morning, I tested it on my induction cook top.<br />It only took two minutes to bring 16+ oz's to boiling. This clever  FlamGen Milk Frothing Pitcher's handle is heat resistant, I felt no heat in it at all with induction cooking, I was able to just pick it up and pour without a mitt.<br />Did I say I love this thing? Well done FlamGen!",20
positive,Just as expected. The filters were identical to the one that was put in when we had the humidifier installed.,20
negative,The adjustable arms on the egg holder has to be at least 1 inch longer it cannot fit for some refrigerators shelves because the adjustable arms cannot make it to the locking point the company should resize the adjustable arms to lock in.  Add at least 1 inch to the length of the locking arms 0 for the sturdiness of this product and because the short arms starts to buckle the egg holder frame.,20
positive,It got all the lent out..i was shocked…great product,20
negative,It makes ice in a very slow rate than I expected.,20
positive,standard cooktop,20
positive,Loved not going somewhere and finding them out and it is cheaper than spending gas and time away from home.,20
positive,I have used these for years!,20
positive,Better than paying 50 cents a cup,20
negative,It just stays one place and doesn’t move even when the atmosphere is different,20
positive,Great value. Easy to replace.,20
negative,I normally goes to Home Depot and buy my Frigidaire water filter but this time I took a chance on order it off Amazon from Frigidaire and it is busted,20
positive,"perfect fit, glad you had this part",20
positive,A lot cheaper on here than at Walmart,20
positive,Perfect!,20
positive,"They have been fine, I am not returningnot returning",20
positive,"I am not sure what one can say about a coffee filter... It prevents the grounds from winding up in my final beverage, which is nice. It's easy to clean and reusable, which is also nice. It filters my coffee which is all I expect it to do. So Bravo Mr. Coffee Permanent Filter! You save me pennies a day in disposable filters! Oh, and despite what the description says, mine came with a handle.",20
negative,Not what I looked for :(,20
positive,This is about the 3rd time I’ve ordered!,20
positive,Works good. I will purchase again,20
negative,I got to use it 3 times before it broke. It doesn't do any sort of spin. Very disappointed.,20
negative,"This ice maker is fast and the reservoir is spacious, however, the ice bin doesn’t fit the machine correctly causing it to prematurely stop making ice long before its full.",20
positive,Fácil de instalar,20
positive,I really like these liners as it makes stovetop cleaning much easier!<br /><br />Just be sure that you read the instructions all the way through to ensure the best results,20
negative,It never has the right amount of eggs in the app.,20
positive,Worked perfect,20
positive,Very easy to use and setup was simple. Design of the unit is nice and a nice addition of appliances to our home.,20
positive,good,20
positive,"Not easy to install, however much cheaper than buying a whole new fridge. Our fan broke and this replacement works perfect! These fans aren't stocked in may stores, so it was much quicker to purchase online and install ourselves. If you're handy and can fix your own appliances, I strongly recommend this product",20
positive,Great value and easy to install.,20
negative,Hard to use,20
positive,We are a manufacturing company and we have to have a good sealer that can used around the clock.  This is for the price a great sealer.  No complaints.,20
positive,"I travel and always enjoy a fresh cup of coffee upon waking. With my collapsible slick drip I boil my water, put my filter inside the slick drip atop my coffee cup with fresh ground coffee ( that I carry with me)pour boiling water over the grounds….. voila. Fresh hot coffee and I didn’t have to leave the room yet 😍",20
positive,No sense paying the other brands price when this one does the same for so much less.,20
positive,Exactly the right size to connect the ice cube maker in the freezer,20
positive,"My old vent was literally falling apart, in addition to being all yellowed and bringing down the appearance of the whole side of the trailer. This arrived promptly, and was an easy installation. All the screw holes lined up perfectly. Took longer to get the ladder out than to do the swap.",20
negative,"Product works but certainly does NOT even come close to the 44 lbs per day as advertised.  It seems to be around 10 lbs on a good day.  Machine is temperamental, some times we have to ""fiddle"" with it or it does not work.<br />The top area where you put water in the canister is really just a bad design.  You should be able to fill it from the top but you have to take the whole canister off the machine.<br /><br />Would I purchase again? NO<br /><br />But I wanted to give this machine a fair shake so I kept it past the time to return.",20
positive,Thank you.,20
positive,"Item as described, fast shipping, packaged well.  Just the part that I was looking for.  A little hesitant with ordering parts online, but this worked out just fine!",20
positive,"Replacement Fridge a Filter arrived on time and easily installed. So far so good, only time will tell if it has the same filtering capacity/time as the original equipment.",20
positive,"As represented , came fast",20
positive,It works,20
positive,works like a charm easy install,20
positive,"I just reviewed my Reston Lloyd ""Birdhouse"" covers and this is the same. For details see that review. These are great covers, a bright cheery red. I will feel confident in buying more Reston Lloyd covers.",20
positive,Fit my Kenmore vacuum perfect. Does a great job filtering the air. We have 3 cats and a small dog so this really helps cut down on dust and allergens.,20
positive,"If your buying this pump because your washer will not drain.  Make sure you check the upper most part of the drain hose, it is the part that has a plastic ball in it.<br />This pump was easy to replace and worked perfectly.  However it did not solve my problem.  I found a rag in the upper drain hose (See photo).<br />So make sure you sweep all the drain hose before purchasing anything for your washer.  If the pump is actually broken, this is an excellent choice.",20
positive,My machine has worked fine since I replaced this part.,20
positive,funciono muy bien,20
positive,Looks great. A bit noisy (moving a lot of air). Lamps burned out in &#60;12 months but are cheap and easy to replace. Great bargain - a fraction of the cost of comparable name brands.,20
positive,"I really love about this little fridge is that it doesn’t get hot to the touch. It’s conveniently sized so it doesn’t take up much room, yet it holds quite a bit on the inside. Very impressed. I’d like to keep an extra fridge in my bedroom for cool drinks throughout the night, especially during the hot summers. This fridge fits the bill and so much more.",20
positive,I like this pod because I can use my own coffee.,20
positive,No leaks and very long,20
positive,install was pretty easy,20
positive,This was a lifesaver.  Saved so much money!,20
positive,Perfect,20
negative,Didn't seem to fit as well as the one it replaced. But it's been working.  Would have liked a seamless perfect fit from the get-go.  Must have been a change in the part since our fridge was manufactured.,20
positive,I only used the ignitor and am saving the other parts for future use as needed.  The ignitor and included bracket fit perfectly and work flawlessly.,20
negative,Very dissatisfied. The filter had a metallic/chlorine taste (even after running it for 15 minutes). We drank the water anyway. It caused me to have a headache everyday. Once I stopped drinking the water from the fridge the headaches went away. We replaced the filter with an LG filter. No chlorine taste. No headaches.,20
positive,These were great for one shot but if your looking to fit a double shot in one cup it was too small and spilled but super cute to have use and the glass is thick and handle is very sturt,20
positive,These little STK Reusable Cups for Keurig machines are wonderful and works as advertised.  Thanks for making something both economical and environmentally sound.,20
positive,My dryer came with a 6 foot cord and unfortunately it was on top of the washing machine and was too short to reach the plug near the floor. So we had to order the 10 foot which was just perfect,20
negative,it didn't work after taking 2 hours for washer moving and replacement.,20
positive,"Replaced worn out valve on Maytag Neptune.  It pays to verify the serial number as the series is identified in that number.  This one took the smaller valve and it was a very easy installation.  It took less than 20 minutes to remove and install.  Recommend that you identify each connector so you can replace them in their correct position.<br />Valve came in a bubble pack and the valve itself appeared to have partial piece of tape on the two water inlets.  This was a new valve and didn't expect this.  Anyway, the washer is now working and that's the important issue.  Great value.",20
positive,Works as stated,20
positive,Great value,20
positive,Little bit of work to install the unit since I had to open a hole on the wall 😄. Otherwise this unit works perfectly.  Thanks,20
positive,Has the perfect scoop size for 10oz cup of coffee,20
positive,Excellent product. I recommend it,20
positive,Kinda noisy but works great,20
positive,"This's the way to go for those self own K-Cup users  where you use your on coffee on your Keurig machine. I use the stainless steel K-cup and spanish or espresso coffee grinds are very fine. These filter are the best by far. Never see a single grind at the bottom of my cup. For all you environmentalist enthusiastic people, the best part you can add this to your compose. Filter and all.",20
positive,This product works very well. Glad we got it. We are avid tea drinkers.,20
positive,"The exhaust fan works really well! I can’t find anything that I don’t like about it. It has very nice features and appearance. I love the fans gesture control, no need to touch the controls while cooking so it keeps it nice and clean. I haven’t used the remote control yet but am sure it will be a bonus. The noise level isn’t bad. The suction is very strong. I cook a lot and notice that I haven’t had to go past the 2nd power level to remove the cooking odor and smoke. I would definitely recommend this product. I have to mention that their customer service department was a pleasure to deal with which isn’t always the case in my experiences. They had a quick response time and resolved my issue with a complete replacement. The price was reasonable, I’m very happy with this quality product.",20
positive,Finally a reusable k-cup that works for my Keurig Supreme Smart coffee maker. Hopefully that will continue with use and there will be no leakage or grounds in my cup.,20
negative,"The construction of this filter is not very sturdy.  I can see that if I am not careful with it, I will have to replace it soon.  It is the only filter that fits my coffee maker so I have to use it.",20
negative,"I wanted this to be good and comparable to the LG 600 filter, but after the kids tasted the water, they hated it and said it tasted weird. So I'm going back to the $50 filter!",20
negative,"I suspect the small plastic nodes aren't strong enough to hold the louvered door in place, since I've found it lying on the sidewalk outside my dryer two times. My next step is to use duct tape to keep the door intact while I buy a replacement. Unfortunately, my painter installed this one, then painted it match our house color -- so I'll need to redo that unless I want it to stay white. Don't recommend.",20
positive,I was looking for the filters in Amazon and I think this is the only right one that fits my exhaust fan.<br /><br />Hopefully it will last.,20
positive,Part came quickly and was just what I needed to get my washer going.  It was identical to the part I removed. Thanks!,20
positive,So far this freezer has worked flawlessly. I really like the digital temperature display and LED lights in the freezer door.  I set the temperature to maintain 5 degrees and a separate thermometer has verified the accuracy within +/- 1.3 degrees.,20
positive,"I have been looking and looking for reusable cups the not only fit but would work in my machine. These worked so well, I ordered more. Love this product.",20
positive,Product looks like the original fit like a glove.  The hoses and wiring clips all went back on easily.  Hopefully the build quality and function are also good but only time will tell.,20
positive,I like this product,20
positive,Saved me from having to call in an appliance repair or buy a new dryer.,20
positive,Excellent product. Exactly what I needed for my electric panel for brewing.,20
positive,"Great little cartons, but like the description says jumbo coturnix eggs do not fit:(  Some are hard to close.",20
positive,I got these fast and the product was as described.  I fixed my washer in 5 minutes.,20
positive,"Lid actually closes. Thick plastic. Even comes with its own bag. Bought this for Thanksgiving, and this will make it easier for us to carry our deviled eggs.",20
positive,wroks great,20
positive,I was hesitant to buy appliance parts from someone other than the manufacturer. But this part is a direct OEM replacement and the appliance is back to working perfectly.,20
positive,Perfect for most dryers if you're not getting a flame. Much less expensive than going through your local parts dealer.,20
positive,The is as advertised. Work as expected in my Samsung fridge.,20
positive,These are great. The orange opens up the larger oz options for travel mugs. I use both all the time. Saves money. I use them in my purple K250 and I also bought them for my mom to use in the K350 I got her. Works in both with no issues and no clips or mods are needed.,20
negative,Web site claimed it would fit. It did not. Showed to repair man. He told me it would not connect.,20
positive,"Correct product and fits perfectly. A little more pricey than other replacement screens but, they're quality made.",20
positive,Look good on my stove,20
positive,"I bought these twice.  (Actually, four times -- twice for each sized burner.)<br /><br />Yes, the liners are cheap, thin, and flimsy.  But what do you expect -- a $30/hour house keeper to scrub your stove until spotless?",20
negative,2 small for coffee pot and grounds get in the bottom of your cup,20
positive,Seems to be correct part and works as it should,20
positive,Spare,20
positive,Great value and high quality,20
negative,It worked great for the first week or so - was making ice non stop.<br /><br />But then it stopped making any ice at all.,20
negative,We really like these filters. I just ordered a box of 300 but received a box of 100 with a 300 sticker on it. Returned it and received the same thing again. I knew it was the wrong number because the box was a lot smaller than my prior purchases. Great product but make sure you are receiving the correct amount.,20
positive,"Fantastic dryer. I would definitely suggest it to anyone! & it’s beautiful. (I got the blue. Has gold trim around the door)<br />It does dry great. It is not noisy/loud. Not heavy. The door has a really strong magnet, and doesn’t pop open. And a very good purchase price.<br />Oh, and I haven’t noticed any difference in my elec bill. I use the dryer 1 day every week, for about 5-6 hours.<br /><br />But it’s not TOTALLY worth 5 stars…<br />To me, these are KINDA minor, as the dryer does work great.<br /><br />1) It takes a longg time to get hot. Once started, it’s roughly 30-40 mins be it’s actually hot enough to start drying.<br />On the high heat setting, without overfilling… it pretty much takes the full 130mins it is set to, to fully dry everything. (And the timer cannot be changed, btw)<br /><br />2) The little power button light is annoying (to me, at least). It fades on & off constantly, like a 2 second cycle of each. It’s in my bedroom, so it’s super annoying. Lights up the room more than it seems like it would. (I think I’ll just unplug it, and only plug it in when using)<br /><br />3) The vent hose does not stay on the back, and the little screw with it does nothing. I took some packing duck tape, and just used a few pieces to hold it on. Stays great now.<br /><br />4) The lint trap is really hard to clean. It’s kinda hard to take the whole thing apart. And the actual trap is a very, very thin piece of felt… super hard to get lint off, and feels like it will tear easily.",20
negative,The parts lasted 3 weeks.,20
positive,Got it on time and everything works beautifully. Always good////////1<br />Betty,20
positive,Worked perfectly in the Keurig.,20
positive,"I purchased this because I wanted to get away from using the typical plastic pods, since plastic is bad for the environment and our health.  This is very easy to use. I’m careful to place it in correctly so that the needle isn’t broken.  So far, I’ve enjoyed using it!  Recommend!",20
positive,I liked it,20
positive,These filters fit my Samsung fridge and for the price well worth it,20
positive,Good so far. It is a little noisy,20
positive,"[[VIDEOID:276622104beec0fc8b199dbd537d405b]] So pretty and it works wonderful i can barely hear it, the ice is very good this ice machine is fantastic and affordable. Thank you Igloo",20
positive,"I like, used to replace a defective detector, it works",20
positive,Just fine,20
positive,"Is a perfect fit but reading previous reviews from different websites that this part is pron to brake again , I glued it with contact cement.",20
positive,Justo el mismo repuesto original por el que sustituimos el malo. Perfecto,20
positive,Fits right on the counter. This makes my day so much more easier.,20
positive,"This is a great little machine.  With the many different small dryers available this one was the right chose,",20
positive,Worked perfect for my dryer and was easy to install. At sears they wanted around $65 for a new oem part so this is a much better alternative.,20
positive,"I have a Bosch dishwasher, in this was exactly what I needed. It was a complete match and went in perfectly. I'm so glad I purchased this from Amazon.",20
negative,It ok. Just didn’t fit the pan and the brace under the burner was loose,20
positive,We bought the filter cone for a vacation and wanted to bring our own &#34;good&#34; coffee with us. It is perfect! It folds down to a very small size so it packs easily. It otherwise works like a regular filter cone. We are very happy with it!,20
positive,Very easy to installed. Had the dishwasher back running in no time.,20
positive,"Not noisy, good light distribution. Great product, especially for the price",20
negative,Not happy at all and I really wanted it to work.  If I get my issues resolved I will change my review but for now I received it yesterday.  There is a whole broken on the inside of the wash bin part and if its meant to be there it look very poorly cut out and if water goes into it I'm pretty sure it will get all over the electrical.  I don't know it just doesn't look right.  It leaks really bad from the drainage part and I checked the tube and its not broken.  I'm really upset and would like one that works. Please,20
positive,"Great product and it has made a big difference.  In the past, the filter would be growing something and have a funky smell.  This season, that didn't happen.",20
positive,"Works like new one. Fits as is, do not trim it. You just need to push the slack farther into the channel.",20
negative,"Easy enough to put in, but after a month or two seem to pop out of the track easily, not hard to put back in just annoying when the rack is already loaded with dishes",20
positive,cuando recibo mi reembolso no está en mi tarjeta,20
positive,Nothing to dislike. No noise level. Love everything about this item.,20
positive,"I kept hearing bad things about the new replacement filters Honeywell came out with and was THRILLED when I saw these. It's pretty much a duplicate of the one that came with my humidifier! Perfect size, shipped so quickly and I am so happy to be using these versus the subpar ones with the blue lining!",20
positive,Quick shipping & good quality. A+A+A+,20
negative,"The magnetic stripes does not go all the way around, this cause it not to seal. This knock off does not make the cut! NO WAY THIS IS OEM.",20
positive,"Fit as listed, great quality",20
positive,These work great! Definitely a steal,20
positive,"I bought this back in June or July, I moved into a travel trailer and was looking for alternate Way to do my laundry to keep me from going to the laundry mat. It is now November, and I have to say best purchase I could have made. Now keep in mind this isn't a high-tech big washer. I can't wash my bed comforter it's too big for it. I also only do my own laundry I'm not washing clothes for a big house.  The main complaint I would have on it is the pump to push the water out of the tank isn't very strong. So the side hose where the water drains out if you have that leftover something it won't drain out, it won't push the water out. My solution is to just lay the hose flat. Originally I wanted to be able to move it into my bathroom and drape the hose over the bathtub and have it drained out there but that was not a option. Instead I just keep the washer outside in a shed, or use the water hose to fill it up and to rinse the clothes off. The dryer ringer works better than I imagined it would, sometimes I might have an issue getting it balanced but as soon as I do the clothes will ring out fairly dry, do you keep in mind it's not a heating dryer so of course you're close will still be damp when they come out I just hang them on the line after that. I was worried after I first bought it I was playing with the timers end it stopped working. I thought I was gonna have to return it and get a new one or a different product, but I love the timer timeout unplugged it plugged it back in and then it started working again just fine, I haven't had any issues since then. Overall for the most part I am pleased only thing I would change on if I could is a stronger pump, but if you don't mind having it outside and just laying the hose flat he won't have much of a need for one.",20
positive,Item received was DA29-00020B for use in System DA97<br />Item needed was DA97-17376B as you can see.  anyway My Brother has a Fridge that this cartridge may fit so I'm giving it to him.,20
positive,Product as expected.,20
positive,"Installed this on a Saturday afternoon. Some of the instructions are a bit confusing. They appear to have been translated into English by a person not entirely familiar with American English or even the Queen's English. If one is familiar with working with gas appliances, it is not an issue. If you're not, and you plan on doing this yourself, take some time to check out some of the tutorials on gas stove installation available on the internet before starting.<br /><br />Stove comes with fittings for both LPG and natural gas as well as a spare set of jets. The brackets included to secure the top to the counter may not work for you. They didn't for me. My counter is too thick and had to make my own brackets.<br /><br />Overall, it is well constructed even though it isn't as sturdy out of the box as something like a Bosch. Once it is installed, that slightly flimsy impression goes away.<br /><br />I didn't have to adjust the new pressure regulator (included) after installation. It was set appropriately for my setup. You will need to provide gas rated PTFE tape to seal the connections. This is YELLOW Teflon tape. Don't use white Teflon tape. Check your seals with soapy water to ensure you have no leaks.<br /><br />This replaced a GE Profile gas cook top. So far, I've prepared two meals using this cook top. I'm very pleased with its performance. The large burner in the center handled my wok and I was able to whip up a stir fry easily.<br /><br />Other users have complained about difficulty getting the stove to ignite. Remember when you first assemble, and turn on the gas, there is air in the internal lines in the stove. Open the valves on all burners until you smell gas to purge the air from the system. Vent the room and then try and start. Mine fired right up.",20
positive,"Perfect solution to those wasteful pre-filled plastic Kups you can buy that end up in a landfill. Pop one into your preferred holder, fill with your favorite grinds and that’s it. Once the coffee is brewed, toss the biodegradable filter into the garbage and you’re done. I’ve been buying these for years and they’re highly recommend.",20
positive,couldnt find these locally but it was the exact replacement for my dryer,20
positive,Great buy,20
positive,"Purchased this to replace the original filter in my LG refrigerator. It works as advertised and keeps the ice and water tasting good. I wish it was a little less expensive, but Amazon still had the best price I found.",20
negative,I loved this sealer until it stopped working after having it barely over a month.,20
positive,This fixed my Kenmore HE4 dryer. I changed the dryer element and the two sensors on the outside of the heater element container. My dryer works great.,20
positive,Perfect for the job. Just what I needed.,20
positive,"Super easy to install, easy to clean.",20
positive,Fits perfect! So glad my washer is actually washing again!,20
positive,Glad I got this new version.,20
negative,Does not seal well,20
positive,Great price.,20
positive,"Excellent product,perfect fit and works well.",20
positive,Very sturdy and the written measure marks are very easy to see. I use this in my Keurig because my tall travel mug doesn’t fit under the spout even with the tray removed. So I brew the coffee into this container and use the easy spout to pour into my travel mug. It’s shape and material make it easy to clean.,20
positive,This Ice maker worked perfectly as a replacement for the one in my 16 year old Jennair Refrigerator (JCD2389GE).  I was able to replace the old unit in under 20 minutes with no more than a small hex wrench.,20
positive,Works great. Great price. Will buy again!,20
positive,Absolutely no complaints. I needed to replace my old dryer duct. This was the right size. Fit over the dryer and vent tube no problems.,20
positive,Nice..,20
positive,very nice,20
positive,"Great product, works well.",20
negative,"Save your money. I've had two of these units fail, each after only 90 days.",20
positive,Great element and great price. It was very easy to install.,20
positive,Great price and works great as well as he style and material. Satisfied.,20
negative,I ordered this part only lasted six months so I ordered another one only lasted 6 month complete junk! Don't buy!!!!,20
negative,This little machine is so freaking loud and knocks around. I have it on a flat surface in my laundry room and when I say it's loud it sound like it's going to take off from the helipad. So of course I immediately unplugged It for fear it would explode while in use. I know it is compact so I only put a few items of my 5 year olds in it to test it out. I wish I had a better experience and it's my first time using it right out of the packaging. Kinda a waste of money 🙄,20
positive,"Great quality , fit and price",20
positive,This little thing is awesome! Cleans very well and is very easy to move around. Hooked right up to the bathroom faucet. My on complaint is if you have to drain back into the sink the drainage tube will certainly pop out and begin to drain onto the floor since there is not a good way to secure it. A little 3d printing and some thought and I now bracket to couple the drainage tube to the supply line. Homelabs should ship something similar with this washer as this is not a fun surprise!,20
positive,Easy to install,20
positive,Great price save’s investing in k cups,20
positive,"Looks great and works great.  Only complaint is the directions are generic and the upper vent/chimney was difficult to install.  The installation kit includes flexible hose, but needs to also include a good zip tie.",20
negative,One of the reusable kcups didn't fit my Kourig. Neither did any od the kcups filters.,20
positive,Great fit and worked for repair.,20
positive,Worked perfectly exactly what I needed to fix the mixer,20
positive,Exact fit and worked perfect,20
